Name;Web Link;Artikel;Versandgewicht;Kurz beschreibung;Beschreibung;Preise;Preise Info;Lieferzeit;Bilder
Messing-Schnellkupplung, drehbar;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/armaturen/id-130159-messing-schnellkupplung-drehbar.html;130.159;0.2 kg;"Axial drehbar 360°, 1/2"" AG";"Messing-Schnellkupplung mit 1/2"" AG, 360° axial drehbar";16,80 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_7faafef3bade0d26e440289d734949bf.jpg
Kugelhahn;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/armaturen/id-130157-kugelhahn.html;130.157;2.15 kg;"2"" - 2""IG, Messing vernickelt, Max. 15bar, Nennweite NW47, Für Wasser und Druckluft";"Kugelhahn (MS, vernickelt) 2""IG-IG";54,80 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_10855bcd71d8c7988ff4f34db171f40d.jpg
Kugelhahn;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/armaturen/id-130158-kugelhahn.html;130.158;0.28 kg;"3/4""IG - 3/4""AG, Messing vernickelt, Max. 25bar, Nennweite NW17,5, Für Wasser und Druckluft";"Kugelhahn (MS, vernickelt) 3/4""IG-AG";9,15 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_10855bcd71d8c7988ff4f34db171f40d.jpg
Kugelhahn;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/armaturen/id-130155-kugelhahn.html;130.155;1.03 kg;"1 1/4"" - 1 1/4""IG, Messing vernickelt, Max. 20bar, Nennweite NW30, Für Wasser und Druckluft";"Kugelhahn (MS, vernickelt) 1 1/4""IG-IG";22,80 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_10855bcd71d8c7988ff4f34db171f40d.jpg
Zugentlastung 8-10mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130406-zugentlastung-8-10mm.html;130.406;0.1 kg;Für Kabelaußendurchmesser von 8-10mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Rollenfenster für Wanddurchhgang;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130286-rollenfenster-fuer-wanddurchhgang.html;130.286;0.4 kg;Rollendurchgang Innen: Breite 65mm x Höhe 34mm Bohrung d=7mm, Lochabstand 150mm;Rollenfenster zur Montage an der Wand. Durch die Rollen wird der Schlauch oder das Kabel sicher um die Ecke geführt und Schäden an Schlauch u. kabel werden vermieden.;33,65 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_03917b800d7645b912290ea73152fb47.jpg,https://www.ebinger-gmbh.com/isotope/i/img_cda794e5e9623ed84bb3f6055571f81d.jpg
Zugentlastung 10-13mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130407-zugentlastung-10-13mm.html;130.407;0.1 kg;Für Kabelaußendurchmesser von 10-13mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Zugentlastung 15-18mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130408-zugentlastung-15-18mm.html;130.408;0.1 kg;Kabelaußendurchmesser von 15-18mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Zugentlastung 18-22mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130410-zugentlastung-18-22mm.html;130.410;0.1 kg;Kabelaußendurchmesser von 18-22mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Zugentlastung 22-28mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130411-zugentlastung-22-28mm.html;130.411;0.1 kg;Kabelaußendurchmesser von 22-28mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Ladezange Typ 314;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130412-ladezange-typ-314.html;130.412;0.14 kg;Max. 150A, Länge 176mm, Isolierung schwarz;Ladezange Typ 314, 150A, Länge 176mm, schwarz;3,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_6c72229cc70fca528fd20be3fc42bdba.jpg
Ladezange Typ 925;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130414-ladezange-typ-925.html;130.414;0.4 kg;Max. 220A, Länge 255mm, Isolierung schwarz;Ladezange Typ 925, 220A, Länge 255mm, schwarz;8,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_656f39083bf71529f49d6f074432c824.jpg
Zugentlastung 12-16mm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/zubehoer-kabelaufroller/id-130409-zugentlastung-12-16mm.html;130.409;0.1 kg;Kabelaußendurchmesser von 12-16mm;Die Zugentlastung dient zum befestigen eines Kabels, ohne die einzelnen Leiter zu beschädigen. Die Zugkräfte werden über die ganze Oberfläche des Außenmantels verteilt.;76,55 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a59ea2e2fd3f962fde01756ced2d3a7.jpg
Füllpistole AGA-782;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130111-fuellpistole-aga-782.html;130.111;1.6 kg;"Drehgelenk 1"", Automatische Abschaltung, Max. 120ltr./min.";"Füllpistole AGA-782 (Stahl) 1"" IG mit Drehgelenk, automatischer Abschaltung, max. 120ltr./min.";104,40 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_df570b202ec3228b6a40d5018b6526b0.jpg
Alu-Strahlrohr-C;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130116-alu-strahlrohr-c.html;130.116;1.2 kg;Mit Storz Kupplung C;Alu-Strahlrohr-C, mit Storz Kupplung C;56,85 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_d97d67a952a1d06bf189f499440df3dd.jpg
Alu-Strahlrohr-D;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130115-alu-strahlrohr-d.html;130.115;0.07 kg;Mit MS-Schnellkupplung;"Alu-Strahlrohr-D, (1""AG) mit MS-Schnellkupplung";37,10 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_d96c8ed07450768e9fadd4bdadd72476.jpg
Reifenfüller mit Manometer;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130130-reifenfueller-mit-manometer.html;130.130;0.28 kg;Mit Anschlußstecker NW 7,2;Reifenfüller mit Manometer, Anschluß Stecker NW7,2;40,60 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_e60b4927fe0e0d151172a886d54cb272.jpg
Ausblaspistole für Druckluft;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130129-ausblaspistole-fuer-druckluft.html;130.129;0.15 kg;Mit Anschlußstecker NW 7,2;Ausblaspistole für Druckluft mit Anschlußstecker NW 7,2;22,95 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_acdf2786eb82b7bd286762f64756eb10.jpg
Giesrohr (Alu) 60cm;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130132-giesrohr-alu-60cm.html;130.132;0 kg;"Gebogen, 3/4"" AG, 3/4"" IG Überwurfmutter";Giesrohr (Alu) 60cm;15,30 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_734bde684e61fe3d1b9ba99a05b5b465.jpg
Pistolenspritze 460;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130141-pistolenspritze-460.html;130.141;0.26 kg;MS-Stecksystemanschluß, Messing mit Gummigriff, stufenlos verstellbar;Für Bewässerungs- und Giesarbeiten;21,10 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_1fd8cf49d1b655f73ec28d825d96b375.jpg
Pistolenspritze 460;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130140-pistolenspritze-460.html;130.140;0.26 kg;MS-Schnellkupplung, Messing mit Gummigriff, stufenlos verstellbar;Für Bewässerungs- und Giesarbeiten;21,10 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_8a64606c36b43b0eacee302c5e242c7e.jpg
Giesrohr mit Brause und Kugelhahn;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/spritzpistolen-handventile/id-130136-giesrohr-mit-brause-und-kugelhahn.html;130.136;0.33 kg;"Giesrohr gebogen 60cm, 3/4"" AG, 3/4"" IG Überwurfmutter, Giesbrause mit Bohrungen 1,0mm, Kugelhahn, MS-Schnellkupplung";Giesrohr 60cm mit Giesbrause 1,0mm, Kugelhahn;48,35 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_846e071123033d563181e1bf416dbade.jpg
"Drehgelenk 3/4"", abgewinkelt 90°";https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130562-drehgelenk-34-abgewinkelt-90.html;130.562;0.38 kg;"Max. 8bar, Max. 60°C, Messing, 1""IG - 3/4""AG, Dichtung NBR";"Drehgelenk 3/4"" AG - 1""IG, flachdichtend";32,50 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_5c5d5393456c0131202a3b7e70547e79.jpg
"Drehgelenk 1"", abgewinkelt 90°";https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130563-drehgelenk-1-abgewinkelt-90.html;130.563;0.75 kg;"Max. 8bar, Max. 60°C, Messing, 1""IG - 1""AG, Dichtung NBR";"Drehgelenk 1"" AG - 1""IG, flachdichtend";53,35 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_5c5d5393456c0131202a3b7e70547e79.jpg
Drehgelenk 1/2  , abgewinkelt 90°;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130522-drehgelenk-12-abgewinkelt-90.html;130.522;0.3 kg;"Max. 250bar, Max. 90°C, Messing, 1/2""AG - 1/2""IG, Dichtung NBR/PTFE";Drehgelenk (MS) 1/2 AG - 1/2 IG, max. 250bar, 90°, Dichtung NBR/PTFE;45,25 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_d1069b21221303f7344cf34a363142e1.jpg
"Drehgelenk 1"", abgewinkelt 90°";https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130560-drehgelenk-1-abgewinkelt-90.html;130.560;0.07 kg;"Max. 8bar, Max. 60°C, Messing, 1""IG - 19mm Tülle, Dichtung NBR";"Abverkauf Drehgelenk (MS) 90°, 1""IG - 19mm Tülle";26,60 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_b494e51aab00dc5bb5ce7d9741b21f13.jpg
"Drehgelenk 1"", abgewinkelt 90°";https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130561-drehgelenk-1-abgewinkelt-90.html;130.561;0.12 kg;"Max. 8bar, Max. 60°C, Messing, 1""IG - 25mm Tülle, Dichtung NBR";"Abverkauf Drehgelenk (MS) 90°, 1""IG - 25mm Tülle";43,60 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_87e240442b1a55735a3e9a38495a4aa2.jpg
Drehgelenk 1  , abgewinkelt 90°;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130544-drehgelenk-1-abgewinkelt-90.html;130.544;0.45 kg;"Max. 30bar, Max. 90°C, Messing, 1""IG - 1""IG, Dichtung Viton";Drehgelenk (MS) 1 IG - 1 IG, max. 30bar, 90°, Dichtung Viton;56,85 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_63064a14a908fb0c8010f598e708831a.jpg
Drehgelenk 1/2  , gerade;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130501-drehgelenk-12-gerade.html;130.501;0.07 kg;"Max. 100bar, Messing, 1/2""AG - 1/2""IG, Dichtung NBR";Drehgelenk (MS) 1/2 AG - 1/2 IG, max. 100bar, Dichtung NBR;16,25 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_36367d1e864cc10f105ebc128b36e26d.jpg
Drehgelenk 1  , gerade;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130506-drehgelenk-1-gerade.html;130.506;1.03 kg;"Max. 280bar, Stahl verzinkt, 1""AG - 1""IG, Dichtung NBR/PTFE";Drehgelenk (Stahl verz.) 1 AG - 1 IG, max. 280bar, Dichtung NBR/PTFE;67,30 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_44b833c0a4972f4d08374ea6a9fb763b.jpg
Schlauchaufroller OSM 510;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1510401-schlauchaufroller-osm-510.html;1.510.401;20.05 kg;Max. 400bar/130°C, 25m - 8mm ID Hochdruckschlauch 2SN, Gehäuse Stahl lackiert, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position verschiebbar;711,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_ac9bb18aa777f99617d39e9529c55f26.jpg
Schlauchaufroller OSM 710;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1714400-schlauchaufroller-osm-710.html;1.714.400;55 kg;Max.400bar/130°C, Max. 50m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Ohne Schlauch;Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;1.614,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a33c397ae0d285578b7778c1316478d6.jpg
Schlauchaufroller OSM 510;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1514401-schlauchaufroller-osm-510.html;1.514.401;20.05 kg;Max. 400bar/130°C, 25m - 8mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position verschiebbar;1.153,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a0536501b34fbb6f7cb88dc6d0218693.jpg
Schlauchaufroller OSM 710;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1714403-schlauchaufroller-osm-710.html;1.714.403;71.85 kg;Max.400bar/130°C, 40m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;2.037,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_fe288a983e7d1d3db37a0c34eb31d627.jpg
Drehgelenk 3/8  , gerade;https://www.ebinger-gmbh.com/kategorien/zubehoer-aufroller/drehgelenke/id-130503-drehgelenk-38-gerade.html;130.503;0.3 kg;"Max. 400bar, Stahl verzinkt, 3/8""AG - 3/8""IG, Dichtung NBR/PTFE";Drehgelenk (Stahl verz.) 3/8 AG - 3/8 IG, max. 400bar, Dichtung NBR/PTFE;29,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_68fceb177423ff25cc955836f3616a52.jpg
Schlauchaufroller OSM 710;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1714404-schlauchaufroller-osm-710.html;1.714.404;55.05 kg;Max.400bar/130°C, 50m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;2.101,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_fe288a983e7d1d3db37a0c34eb31d627.jpg
Schlauchaufroller OSM 410;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1410405-schlauchaufroller-osm-410.html;1.410.405;14.05 kg;Max. 400bar/130°C, 20m - 8mm ID Hochdruckschlauch 2SN, blau, abriebfest, Gehäuse Stahl lackiert, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;615,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_658ae6ff19b6abe740e8494a30b42ca7.jpg
Schlauchaufroller OSM 410;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1410404-schlauchaufroller-osm-410.html;1.410.404;14.05 kg;Max. 400bar/130°C, 15m - 8mm ID Hochdruckschlauch 2SN, blau, abriebfest, Gehäuse Stahl lackiert, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;601,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_658ae6ff19b6abe740e8494a30b42ca7.jpg
Schlauchaufroller OSM 410;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1410406-schlauchaufroller-osm-410.html;1.410.406;14.05 kg;Max. 400bar/130°C, 17m - 10mm ID Hochdruckschlauch 2SN, blau, abriebfest, Gehäuse Stahl lackiert, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;629,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_658ae6ff19b6abe740e8494a30b42ca7.jpg
Schlauchaufroller OSM 410;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1414401-schlauchaufroller-osm-410.html;1.414.401;14.05 kg;Max. 400bar/130°C, 15m - 8mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;897,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_61bf0425ab0305b0d4d9d3cddc8cf245.jpg
Schlauchaufroller OSM 510;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1514402-schlauchaufroller-osm-510.html;1.514.402;20.05 kg;Max. 400bar/130°C, 25m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;1.228,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a0536501b34fbb6f7cb88dc6d0218693.jpg
Schlauchaufroller OSM 510;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1514400-schlauchaufroller-osm-510.html;1.514.400;20 kg;Max. 400bar/130°C, Max. 25m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Ohne Schlauch;Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, Schlauchrollenführung verstellbar, In jeder Position montierbar;935,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_757d68e7416d0ee54968505ff685dbae.jpg
Schlauchaufroller OSM 610;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1610402-schlauchaufroller-osm-610.html;1.610.402;31.05 kg;Max. 400bar/130°C, 30m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Stahl lackiert, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;914,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_bd7f16b9c25c59bb96bb31e6aa8f9157.jpg
Schlauchaufroller OSM 610;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1610400-schlauchaufroller-osm-610.html;1.610.400;31 kg;Max. 400bar/130°C, Max. 30m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Stahl lackiert, Ohne Schlauch;Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;580,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_120377c9669c3f00324a2eef4859c390.jpg
Schlauchaufroller OSM 710;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1710400-schlauchaufroller-osm-710.html;1.710.400;55 kg;Max. 400bar/130°C, Max. 50m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Stahl lackiert, Ohne Schlauch;Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;1.022,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_f9b99b92e7dabae49aedf67b8e4d9620.jpg
Schlauchaufroller OSM 610;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1614402-schlauchaufroller-osm-610.html;1.614.402;31.05 kg;Max. 400bar/130°C, 30m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Anschlüsse 22x1,5 (alternativ andere möglich);Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;1.261,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_92e687992009e3537364bde47b69bd17.jpg
Schlauchaufroller OSM 610;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1614400-schlauchaufroller-osm-610.html;1.614.400;31 kg;Max. 400bar/130°C, Max. 30m - 10mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, Ohne Schlauch;Federrückzug, Schlaucharretierung, Montagehalter fix (Optional schwenkbar), Schlauchrollenführung verstellbar, In jeder Position montierbar;925,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_27642d33afb872b3a642efd3493db771.jpg
Schlauchaufroller OSM 310;https://www.ebinger-gmbh.com/kategorien/schlauchaufroller/hochdruck-400/id-1314400-schlauchaufroller-osm-310.html;1.314.400;12 kg;Max. 400bar/130°C, Max. 15m - 8mm ID Hochdruckschlauch 2SN, Gehäuse Edelstahl, ABS-Kunststoff, Ohne Schlauch;Federrückzug, Schlaucharretierung, Wandhalter schwenkbar 110°, In jeder Position montierbar;566,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_d01bf2dcd7db6c15aa4eada8878f4e86.jpg
