Name;Web Link;Artikel;Versandgewicht;Kurz beschreibung;Beschreibung;Preise;Preise Info;Lieferzeit;Bilder
Karrenspritze KS 440-25;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/anbau-spritzgeraete/id-4025440-karrenspritze-ks-440-25.html;4.025.440;0 kg;"PE-Tank 440l, Pumpe 47l/min. - 50bar, Deichsel mit Anbaukonsole für Traktor/ Quad 9PS Honda Benzinmotor, Bedienarmatur mit 3 Anschlüssen 1/2""AG, Halterung für Armatur mit 2m Schlauch, Manometer, Rührwerk, Saugfilter, Druckfilter, 40l Tank für Spülsystem, 3-Wege Hahn zum Umschalten von Druck- auf Spülsystem, 15l Handwaschbehälter";Die Karrenspritzen der KS Modellreihe zeichnen sich durch ihre hochwertige Verarbeitung und die konsequente Entwicklung für den professionellen Anwender aus Die Karrenspritze ist serienmäßig ausgestattet mit einem Spülsystem zur Systemreinigung. Durch einfaches betätigen eines 3-Wege Hahns kann nach der Applikation auf das Spülsystem umgeschaltet werden und das System gereinigt werden. Dies spart erheblich Zeit beim Reinigen und Rückstände von Pflanzenschutzmitteln im System werden optimal beseitigt. Ein im Tank integrierter Handwaschbehälter liefert Frischwasser für den Anwender bei Kontaminationen. Der modulare Aufbau erlaubt es die Karrenspritze KS mit einer Lenkdeichsel, Schiebegriff mit Lenkrollen oder einer Deichsel zum Anbau an Kleintraktoren, Stapler und Quads auszustatten. Es stehen Pumpen mit Benzin- und Elektromotor zur Auswahl. Die Karrenspritze wird ausgeliefert mit Plakette der Pflanzenschutz Geräteprüfung. Abgerundet wird dies noch durch ein Umfangreiches Programm an Zubehör bestehend aus Schlauchaufroller, Spritzpistolen und Spritzgestängen;6.152,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a0a6dfd2a65730bd6ed7263f887f5a09.jpg,https://www.ebinger-gmbh.com/isotope/i/img_543915c044591db628410526e1858909.jpg
Karrenspritze KS 550-25;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/anbau-spritzgeraete/id-4025550-karrenspritze-ks-550-25.html;4.025.550;0 kg;"PE-Tank 550l, Pumpe 47l/min. - 50bar, Deichsel mit Anbaukonsole für Traktor/ Quad 9PS Honda Benzinmotor, Bedienarmatur mit 3 Anschlüssen 1/2""AG, Halterung für Armatur mit 2m Schlauch, Manometer, Rührwerk, Saugfilter, Druckfilter, 40l Tank für Spülsystem, 3-Wege Hahn zum Umschalten von Druck- auf Spülsystem, 15l Handwaschbehälter";Die Karrenspritzen der KS Modellreihe zeichnen sich durch ihre hochwertige Verarbeitung und die konsequente Entwicklung für den professionellen Anwender aus Die Karrenspritze ist serienmäßig ausgestattet mit einem Spülsystem zur Systemreinigung. Durch einfaches betätigen eines 3-Wege Hahns kann nach der Applikation auf das Spülsystem umgeschaltet werden und das System gereinigt werden. Dies spart erheblich Zeit beim Reinigen und Rückstände von Pflanzenschutzmitteln im System werden optimal beseitigt. Ein im Tank integrierter Handwaschbehälter liefert Frischwasser für den Anwender bei Kontaminationen. Der modulare Aufbau erlaubt es die Karrenspritze KS mit einer Lenkdeichsel, Schiebegriff mit Lenkrollen oder einer Deichsel zum Anbau an Kleintraktoren, Stapler und Quads auszustatten. Es stehen Pumpen mit Benzin- und Elektromotor zur Auswahl. Die Karrenspritze wird ausgeliefert mit Plakette der Pflanzenschutz Geräteprüfung. Abgerundet wird dies noch durch ein Umfangreiches Programm an Zubehör bestehend aus Schlauchaufroller, Spritzpistolen und Spritzgestängen;6.129,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a0a6dfd2a65730bd6ed7263f887f5a09.jpg,https://www.ebinger-gmbh.com/isotope/i/img_543915c044591db628410526e1858909.jpg
Karrenspritze KS 660-25;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/anbau-spritzgeraete/id-4025660-karrenspritze-ks-660-25.html;4.025.660;0 kg;"PE-Tank 660l, Pumpe 47l/min. - 50bar, Deichsel mit Anbaukonsole für Traktor/ Quad 9PS Honda Benzinmotor, Bedienarmatur mit 3 Anschlüssen 1/2""AG, Halterung für Armatur mit 2m Schlauch, Manometer, Rührwerk, Saugfilter, Druckfilter, 40l Tank für Spülsystem, 3-Wege Hahn zum Umschalten von Druck- auf Spülsystem, 15l Handwaschbehälter";Die Karrenspritzen der KS Modellreihe zeichnen sich durch ihre hochwertige Verarbeitung und die konsequente Entwicklung für den professionellen Anwender aus Die Karrenspritze ist serienmäßig ausgestattet mit einem Spülsystem zur Systemreinigung. Durch einfaches betätigen eines 3-Wege Hahns kann nach der Applikation auf das Spülsystem umgeschaltet werden und das System gereinigt werden. Dies spart erheblich Zeit beim Reinigen und Rückstände von Pflanzenschutzmitteln im System werden optimal beseitigt. Ein im Tank integrierter Handwaschbehälter liefert Frischwasser für den Anwender bei Kontaminationen. Der modulare Aufbau erlaubt es die Karrenspritze KS mit einer Lenkdeichsel, Schiebegriff mit Lenkrollen oder einer Deichsel zum Anbau an Kleintraktoren, Stapler und Quads auszustatten. Es stehen Pumpen mit Benzin- und Elektromotor zur Auswahl. Die Karrenspritze wird ausgeliefert mit Plakette der Pflanzenschutz Geräteprüfung. Abgerundet wird dies noch durch ein Umfangreiches Programm an Zubehör bestehend aus Schlauchaufroller, Spritzpistolen und Spritzgestängen;6.236,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_a0a6dfd2a65730bd6ed7263f887f5a09.jpg,https://www.ebinger-gmbh.com/isotope/i/img_543915c044591db628410526e1858909.jpg
Getriebepumpe UP10-P;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/pumpen/id-130272-getriebepumpe-up10-p.html;130.272;3.8 kg;Förderleistung 18ltr./min - 7bar , 12V DC Elektromotor, Selbstansaugend bis 3m, inkl. Ansaugfilter und Schlauchanschluss;Förderpumpe für Herbizide und Pflanzenschutzmittel;309,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_381c72f58d2fa17b10f96de5d8db3925.jpg
Tragbare Pumpeneinheit;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/pumpen/id-4000053-tragbare-pumpeneinheit.html;4.000.053;40.19 kg;"Pumpe 30l/min - 30bar, 4-Takt Honda-Benzinmotor 4,0KW , Druckregler mit Manometer, 2 Anschlüsse 1/2""AG mit Kugelhahn, Saugfilter, Rahmen mit Tragegriff";Membranpumpe zur Ausbrinung von Pflanzenschutzmitteln montiert auf Rahmen mit Motor.;2.011,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_25bc197430fdc0de19a7c6894acb2d4b.jpg
Getriebepumpe UP10-P;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/pumpen/id-130319-getriebepumpe-up10-p.html;130.319;4.8 kg;Förderleistung 18ltr./min - 7bar, 24V DC Elektromotor, Selbstansaugend bis 3m, inkl. Ansaugfilter und Schlauchanschluss;Förderpumpe für Herbizide und Pflanzenschutzmittel;309,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_381c72f58d2fa17b10f96de5d8db3925.jpg
Mankar HQ 45 m. Unterarmstütze;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/tragbare-spruehgeraete/id-103688-mankar-hq-45-m-unterarmstuetze.html;103688;29 kg;Spritzbreite 10-45cm, Autonomie: 8 Std. Gewicht: 2,6kg Behälter 1l Mengenregulierung mit Durchflußkontrolle, Flexibler Tragegurt, LED-Kontrolleuchte, Deckel mit Entlüftung, Akku mit Ladegerät, Unterarmstütze;Das MANKAR HQ ist ein tragbares ULV-Sprühgerät zur unverdünnten Ausbringung von Roundup Ultra Max und anderen flüssigen Herbiziden. Alle Komponenten wie Kabel, Schläuche und Herbizidbehälter in das Gehäuse integriert und können sich somit nicht mehr verfangen. Der Schalter des Gerätes ist gut geschützt, da er innerhalb des Gehäuses liegt. Mit einem Leergewicht von nur noch 2,6kg bietet dieses tragbare ULV-Sprühgerät eine noch bessere Handhabung beim Arbeiten. Alle Materialien des Gerätes sind aus formstabilen und UV-beständigem Kunststoff und für eine lange Lebensdauer ausgelegt. Das Gerät ist sehr ergonomisch geformt und optimal ausbalanciert für einen erstklassigen Tragekomfort. Geliefert wird das Gerät in einem praktischen ABS-Tragekoffer, sodass es sicher transportiert werden kann. Auch für weiteres Zubehör wie z.B. Ersatzakku findet im Koffer Platz. Durch die bewährte Segment-Rotationsdüse kann beim Ausbringen von Roundup UltraMax je nach Fläche und Verunkrautung eine Mengenreduzierung von bis zu 80% erzielt werden. Die Unterarmstütze bietet einen noch ergonomischer geformten Tragekomfort für extensive Anwendungen.;753,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_aa414e8be57893d90e45b8f01b8a8ff8.jpg,https://www.ebinger-gmbh.com/isotope/i/img_d50f8eea75b04c4e8cf64938485bf57d.jpg
MANKAR HQ 80 m. Unterarmstütze;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/tragbare-spruehgeraete/id-103460-mankar-hq-80-m-unterarmstuetze.html;103460;29 kg;Spritzbreite 80cm (ohne Schirm), Autonomie: 8 Std. Gewicht: 2,6kg Behälter 10ltr., Mengenregulierung mit Durchflußkontrolle, Flexibler Tragegurt, LED-Kontrolleuchte, Deckel mit Entlüftung, Akku mit Ladegerät, Unterarmstütze;Die Rotationsdüse des MANKAR HQ 80 erzeugt ein rundes Spritzbild und kann auch seitlich gedreht verwendet werden. Das Gerät wurde speziell für biologische Herbizide wie z.B. Finalsan entwickelt, kann aber auch für andere Herbizide wie Rounup PowerFlex verwendet werden. Einsatzgebiete: - Schwer zugängliche Flächen - Freiflächen-Solaranlagen - Entlang Zäunen;927,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_fff9c078fb3ff05a7a7aea67e4fdc885.jpg
MANKAR HQ 30 m. Unterarmstütze;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/tragbare-spruehgeraete/id-103687-mankar-hq-30-m-unterarmstuetze.html;103687;29 kg;Spritzbreite eckig 12-30cm, Autonomie: 8 Std. Gewicht: 2,6kg Behälter 500ml, Mengenregulierung mit Durchflußkontrolle, Flexibler Tragegurt, LED-Kontrolleuchte, Deckel mit Entlüftung, Akku mit Ladegerät, Unterarmstütze;Das MANKAR HQ ist ein tragbares ULV-Sprühgerät zur unverdünnten Ausbringung von Roundup Ultra Max und anderen flüssigen Herbiziden. Alle Komponenten wie Kabel, Schläuche und Herbizidbehälter in das Gehäuse integriert und können sich somit nicht mehr verfangen. Der Schalter des Gerätes ist gut geschützt, da er innerhalb des Gehäuses liegt. Mit einem Leergewicht von nur noch 2,6kg bietet dieses tragbare ULV-Sprühgerät eine noch bessere Handhabung beim Arbeiten. Alle Materialien des Gerätes sind aus formstabilen und UV-beständigem Kunststoff und für eine lange Lebensdauer ausgelegt. Das Gerät ist sehr ergonomisch geformt und optimal ausbalanciert für einen erstklassigen Tragekomfort. Geliefert wird das Gerät in einem praktischen ABS-Tragekoffer, sodass es sicher transportiert werden kann. Auch für weiteres Zubehör wie z.B. Ersatzakku findet im Koffer Platz. Durch die bewährte Segment-Rotationsdüse kann beim Ausbringen von Roundup UltraMax je nach Fläche und Verunkrautung eine Mengenreduzierung von bis zu 80% erzielt werden. Die Unterarmstütze bietet einen noch ergonomischer geformten Tragekomfort für extensive Anwendungen.;753,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_aa414e8be57893d90e45b8f01b8a8ff8.jpg,https://www.ebinger-gmbh.com/isotope/i/img_2ec8d281c8d967ce16a8f3dd9568a6f2.jpg
MANTRA;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/tragbare-spruehgeraete/id-101994-mantra.html;101994;29 kg;Spritzschirm 50cm, Autonomie: 16 Std., Gewicht: 5,0kg, Mengenregulierung mit Durchflußkontrolle, Tragegurt, Akku mit Ladegerät;Das MANTRA ULV-Sprühgerät eignet sich durch seine stabile Bauform besonders für den Einsatz in Weihnachtsbaumkulturen. Mit dem Spritzschirm können problemlos Äste und Gras weggedrückt werden. Gleichzeitig ist durch den Schirm eine sichere Abschrimung der Kulturpflanze gewährleistet;1.102,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_e80feb36c52093129e45e0a7dcfeb21a.jpg
MANKAR TWO 80 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103902-mankar-two-80-flex.html;103902;32 kg;Spritzbreite 50-80cm mit Anfahrschutz , Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck monteirbar mit Anfahrschutz Ausführung MANKAR TWO mit einem in der breite verstellbaren Spritzschirm. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.132,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_66bf79efeb0f5391df57000cfd344425.jpg,https://www.ebinger-gmbh.com/isotope/i/img_6cb19b34f35500f6b4ec0de73e181fb9.jpg
MANKAR TWO 50 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103901-mankar-two-50-flex.html;103901;32 kg;Spritzbreite 30-50cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck monteirbar mit Anfahrschutz Ausführung MANKAR TWO mit einem in der breite verstellbaren Spritzschirm. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.004,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_66bf79efeb0f5391df57000cfd344425.jpg,https://www.ebinger-gmbh.com/isotope/i/img_6cb19b34f35500f6b4ec0de73e181fb9.jpg
KAIMAN KE 50 AR;https://www.ebinger-gmbh.com/kategorien/akku-astscheren/akku-astscheren/id-4800001-kaiman-ke-50-ar.html;4.800.001;8 kg;NI-Mh Akku, Schnitstärke bis 35-40mm, Akku im Rucksack mit Ladegerät 3,5kg, Schere im praktischen Tragekoffer, Schleifstein und Reinigungsmittel;Die elektrische Astschere KAIMAN KE 50 ist die konsequente Umsetzung der neuesten technischen Standards. Ein wartungsfreier, kugelgelagerter Schneidkopf und ein ergonomischer, gummierter Handgriff lassen keine Wünsche beim Arbeiten offen. Der progressive Schnitt ermöglicht das Öffnen der Klinge in 2 Stufen. Durch die dadurch geringere Öffnung der Klinge kann eine höhere Schnittgeschwindigkeit bei dünnem Gehölz erreicht werden. Die Schneidklinge ist aus speziell gehärtetem Stahl, welcher einen sauberen Schnitt gewährleistet. Das Anschlusskabel ist mit einem beweglichen Knickschutz ausgestattet, wodurch das Kabel schont und die Handhabung der Schere beim Arbeiten verbessert. Der Akku ist im mitgelieferten Rucksack verbaut und sehr flach. Dies trägt erheblich zum Tragekomfort bei.;965,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/files/cto_theme/img/placeholder.jpg
Akku Astschere PS 100;https://www.ebinger-gmbh.com/kategorien/akku-astscheren/akku-astscheren/id-4850001-akku-astschere-ps-100.html;4.850.001;8 kg;Li-Ion Akku, Schnitstärke bis 40mm, Akku im Rucksack mit Ladegerät 2,6kg, Schere im praktischen Tragekoffer, LED-Informationsdisplay, Schleifstein und Reinigungsmittel;Die professionelle Astschere PS 100 Lithium ist für intensive Schneidarbeiten ausgelegt und zeichnet sich durch eine hohe Leistung und Schnittgeschwindigkeit, präzise Proportionalsteuerung sowie niedrigen Energieverbrauch aus. Die stufenweise Steuerung der Astschere gestattet eine perfekte Positionierung der Klinge während des gesamten Schneidezyklus und verbessert damit den Zugang zu Stamm und Ästen. Der speziell kugelgelagerte Schneidkopf (Patent) garantiert einen präzisen und sauberen Schnitt, der die schnelle Vernarbung fördert und das Eindringen von Krankheitserregern verhindert. Die neue Klinge und Gegenklinge AVP 100 sind aus einem Spezialstahl gefertigt und haben eine sehr hohe Standzeit.;1.357,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/files/cto_theme/img/placeholder.jpg
MANKAR TWO-S25 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103907-mankar-two-s25-flex.html;103907;32 kg;Spritzbreite beidseitig 15-25cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für beidseitige Ausbringung. Ausführung MANKAR TWO-S mit zwei seitlich angebrachten Spritzschirmen. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.062,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_148d7470939db3993260a28de2c7e984.jpg,https://www.ebinger-gmbh.com/isotope/i/img_8121a66a6148fee0ec59a5ad2ff72f95.jpg
MANKAR TWO 110 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103903-mankar-two-110-flex.html;103903;32 kg;Spritzbreite 70-110cm mit Anfahrschutz , Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck monteirbar mit Anfahrschutz Ausführung MANKAR TWO mit einem in der breite verstellbaren Spritzschirm. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.271,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_66bf79efeb0f5391df57000cfd344425.jpg,https://www.ebinger-gmbh.com/isotope/i/img_6cb19b34f35500f6b4ec0de73e181fb9.jpg
MANKAR TWO-S40 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103908-mankar-two-s40-flex.html;103908;32 kg;Spritzbreite beidseitig 25-40cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für beidseitige Ausbringung. Ausführung MANKAR TWO-S mit zwei seitlich angebrachten Spritzschirmen. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.178,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_148d7470939db3993260a28de2c7e984.jpg,https://www.ebinger-gmbh.com/isotope/i/img_8121a66a6148fee0ec59a5ad2ff72f95.jpg
MANKAR TWO-S55 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103909-mankar-two-s55-flex.html;103909;32 kg;Spritzbreite beidseitig 40-55cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für beidseitige Ausbringung. Ausführung MANKAR TWO-S mit zwei seitlich angebrachten Spritzschirmen. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;3.329,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_148d7470939db3993260a28de2c7e984.jpg,https://www.ebinger-gmbh.com/isotope/i/img_8121a66a6148fee0ec59a5ad2ff72f95.jpg
MANKAR ONE-S25 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103904-mankar-one-s25-flex.html;103904;32 kg;Spritzbreite einseitig 15-25cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für einseitige Ausbringung Ausführung MANKAR ONE-S mit einem seitlich angebrachten Spritzschirm. Ein Gegengewicht garantiert ein ausgeglichenes Gewichtsverhältnis. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;2.622,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_01a090d0f0b7327b9faf284f748dc4fd.jpg,https://www.ebinger-gmbh.com/isotope/i/img_237b70a2f2622d9d7b2048ac55e31cec.jpg
MANKAR ONE-S40 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103905-mankar-one-s40-flex.html;103905;32 kg;Spritzbreite einseitig 25-40cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für einseitige Ausbringung Ausführung MANKAR ONE-S mit einem seitlich angebrachten Spritzschirm. Ein Gegengewicht garantiert ein ausgeglichenes Gewichtsverhältnis. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;2.668,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_01a090d0f0b7327b9faf284f748dc4fd.jpg,https://www.ebinger-gmbh.com/isotope/i/img_237b70a2f2622d9d7b2048ac55e31cec.jpg
MANKAR ONE-S55 FLEX;https://www.ebinger-gmbh.com/kategorien/mankar-ulv-spruehgeraete/fahrbare-spruehgeraete/id-103906-mankar-one-s55-flex.html;103906;32 kg;Spritzbreite einseitig 40-55cm mit Anfahrschutz, Autonomie 16 Std. Behälter 1,0ltr., Radpumpe für wegabhängige Dosierung, Raddurchmesser 530mm, Elektrische Düsen u. Akkuüberwachung, LED-Kontrolleuchte,;Die neuen MANKAR-ROLL Modelle bieten die bewährte ULV-Technik zum wasserlosen Ausbringen von Herbiziden mit vielen technischen Neuheiten. - Großes Rad mit 530mm Durchmesser - Düsenüberwachung welche durch eine LED signalisiert, ob eine einwandfreie Funktion gewährleistet ist. - Schläuche und Kabel innerhalb des Rahmens verbaut, so daß diese nicht abgerissen werden können - Neue Spritzschirme in Front oder Heck am gerät montierbar für einseitige Ausbringung Ausführung MANKAR ONE-S mit einem seitlich angebrachten Spritzschirm. Ein Gegengewicht garantiert ein ausgeglichenes Gewichtsverhältnis. Der Anfahrschutz des Schirmes dient dem Gerät und der Kulturpflanze.;2.761,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_01a090d0f0b7327b9faf284f748dc4fd.jpg,https://www.ebinger-gmbh.com/isotope/i/img_237b70a2f2622d9d7b2048ac55e31cec.jpg
Sprühstock mit Schirm 30cm;https://www.ebinger-gmbh.com/kategorien/spruehgeraete/spritzpistolen-schirme-schlaeuche/id-130105-spruehstock-mit-schirm-30cm.html;130.105;0.74 kg;Sprührohr (Edelstahl) 70cm, Sprtzschirm (Kunststoff) 30cm, Handventil (Kunststoff), Flachstrahldüse Anschluss: 10mm Tülle;Sprühstock mit Schirm (Kunststoff) 30cm, Schlauchanschluss 10mm Tülle;65,00 €;Preise inkl. gesetzlicher MwSt. zzgl. Versandkosten;5-7 Tage;https://www.ebinger-gmbh.com/isotope/i/img_602984975830ae6eb8da6f9e63e46ca5.jpg
